uid,uuid,prognum,tag_id,utc,lc,iq,lat1,dir1,lon1,dir2,lat2,dir3,lon2,dir4,nb_mes,big_nb_mes,best_level,pass_duration,nopc,calcul_freq,altitude,sensors,error_radius,semi_major_axis,semi_minor_axis,ellipse_orientation,GDOP,POSIX,local_time,Swapped,POSIX,Local Time,Day of Year,Depth (m),SST daily (C),SST weekly (C),SST monthly (C),Current U (cm/s),Current V (cm s-1),Current Mag (cm s-1),Current Dir (deg),Wind U (m s-1),Wind V (m s-1),Wind Mag (m s-1),Wind Dir (deg),CHL daily (mg m-3),CHL weekly (mg m-3),CHL monthly (mg m-3),Productivity weekly (mg C/m^2/Day),Productivity monthly (mg C/m^2/Day),From Shore (km),Wet/Dry,Country,Displacement (km),Distance (km),Cummulative (km),Hours,Cummulative (days),Speed (kph),Bearing (deg),Azimuth (deg),sensors,,,,,,,
5825791,,4296,104833,10/22/2011 23:13,1,60,29.759,N,-85.385,W,22.133,N,-120.723,W,4,0,-134,273,1,401 677606.4,0,01 114 221 46 82 106 136,,,,,,1319357628,10/22/2011 23:13,0,1319357628,10/22/2011 23:13,295,-0.46,22.65,23.42,23.73,99999.99,99999.99,,,,,,,5.20755,4.95074,6.31902,,,0,ocean,United States,0.3,0.29,0.29,5.15,0.21,0.06,89.99925547,,01 114 221 46 82 106 136,1,114,221,46,82,106,136
5825792,,4296,104833,10/23/2011 0:00,B,0,29.767,N,-85.383,W,37.025,N,-50.951,W,2,0,-127,212,2,401 677606.4,0,01 115 220 51 84 106 133,,,,,,1319360418,10/23/2011 0:00,0,1319360418,10/23/2011 0:00,296,-2,22.24,24.21,23.68,99999.99,99999.99,,,,,,,-9.99999999,5.32044,6.70948,,,0,ocean,United States,1,0.91,1.2,0.78,0.25,1.17,12.30434295,,01 115 220 51 84 106 133,1,115,220,51,84,106,133
5825793,,4296,104833,10/23/2011 0:56,0,50,29.763,N,-85.378,W,32.107,N,-74.018,W,4,0,-121,338,0,401 677606.6,0,01 102 218 66 70 110 129,,,,,,1319363807,10/23/2011 0:56,0,1319363807,10/23/2011 0:56,296,-1.55,22.23,24.19,23.63,99999.99,99999.99,,,,,,,-9.99999999,5.41193,6.89679,,,1,ocean,United States,1.1,0.66,1.86,0.94,0.29,0.7,132.5173796,,01 102 218 66 70 110 129,1,102,218,66,70,110,129
5828800,,4296,104833,10/23/2011 5:50,B,0,29.768,N,-85.353,W,18.794,N,-36.73,W,2,0,-137,59,2,401 677609.8,0,03 83 217 50 114 111 125,,,,,,1319381415,10/23/2011 5:50,0,1319381415,10/23/2011 5:50,296,-2,-99.99,-99.99,23.66,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,-9.99999999,,,3,ocean,United States,3.5,2.48,4.34,4.89,0.49,0.51,77.08274976,,03 83 217 50 114 111 125,3,83,217,50,114,111,125
5828801,,4296,104833,10/23/2011 6:59,2,66,29.763,N,-85.38,W,20.375,N,-42.856,W,4,0,-131,467,3,401 677609.8,0,01 118 216 178 141 70 214,,,,,,1319385580,10/23/2011 6:59,0,1319385580,10/23/2011 6:59,296,-1.47,22.26,24.2,23.66,99999.99,99999.99,,,,,,,-9.99999999,5.31917,6.76869,,,1,ocean,United States,0.9,2.67,7.01,1.16,0.54,2.31,258.023333,,01 118 216 178 141 70 214,1,118,216,178,141,70,214
5828802,,4296,104833,10/23/2011 7:34,0,68,29.758,N,-85.386,W,29.843,N,-85.734,W,4,0,-127,691,2,401 677610.7,0,01 107 209 63 64 110 121,,,,,,1319387662,10/23/2011 7:34,0,1319387662,10/23/2011 7:34,296,-0.21,22.48,24.26,23.74,99999.99,99999.99,,,,,,,-9.99999999,4.87264,6.22481,,,0,ocean,United States,0.2,0.8,7.81,0.58,0.56,1.38,226.3173497,,01 107 209 63 64 110 121,1,107,209,63,64,110,121
5828803,,4296,104833,10/23/2011 11:31,B,0,29.752,N,-85.386,W,35.217,N,-111.233,W,2,0,-129,46,2,401 677609.8,0,01 111 215 51 85 102 119,,,,,,1319401902,10/23/2011 11:31,0,1319401902,10/23/2011 11:31,296,0.7,22.6,24.28,23.75,99999.99,99999.99,,,,,,,-9.99999999,4.67071,6.0333,,,0,ocean,United States,0.8,0.67,8.48,3.96,0.73,0.17,180,,01 111 215 51 85 102 119,1,111,215,51,85,102,119
5828805,,4296,104833,10/23/2011 13:15,1,58,29.745,N,-85.372,W,25.772,N,-65.921,W,4,0,-123,277,4,401 677609.7,0,01 77 68 72 67 110 59,,,,,,1319408146,10/23/2011 13:15,0,1319408146,10/23/2011 13:15,296,-1.04,-99.99,-99.99,23.65,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,-9.99999999,,,1,ocean,United States,2.2,1.56,10.04,1.73,0.8,0.9,119.8086086,,01 77 68 72 67 110 59,1,77,68,72,67,110,59
5828806,,4296,104833,10/23/2011 17:16,A,8,29.72,N,-85.343,W,39.391,N,-38.846,W,3,0,-131,284,3,401 677620.3,0,01 115 213 53 83 110 129,,,,,,1319422613,10/23/2011 17:16,0,1319422613,10/23/2011 17:16,296,-2,-99.99,-99.99,23.5,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,-9.99999999,,,2,ocean,United States,6.1,3.95,13.99,4.02,0.97,0.98,134.6396198,,01 115 213 53 83 110 129,1,115,213,53,83,110,129
5831358,,4296,104833,10/25/2011 1:48,A,0,29.738,N,-85.379,W,26.801,N,-99.484,W,3,0,-125,96,2,401 677615.9,0,02 117 211 51 84 110 113,,,,,,1319539714,10/25/2011 1:48,0,1319539714,10/25/2011 1:48,298,0.22,22.42,21.45,23.71,99999.99,99999.99,,,,,,,-9.99999999,3.96534,5.95807,,,0,ocean,United States,2.5,4.02,18.01,32.53,2.32,0.12,299.8161536,,02 117 211 51 84 110 113,2,117,211,51,84,110,113
5834557,,4296,104833,10/25/2011 8:55,B,0,29.751,N,-85.376,W,37.727,N,-124.247,W,2,0,-129,46,2,401 677620.3,0,02 108 211 61 71 110 115,,,,,,1319565322,10/25/2011 8:55,0,1319565322,10/25/2011 8:55,298,-0.42,22.11,21.33,23.64,99999.99,99999.99,,,,,,,-9.99999999,4.78408,6.58926,,,1,ocean,United States,1.5,1.48,19.49,7.11,2.62,0.21,11.38533463,,02 108 211 61 71 110 115,2,108,211,61,71,110,115
5834559,,4296,104833,10/25/2011 13:46,B,0,29.718,N,-85.305,W,28.667,N,-80.427,W,2,0,-129,81,2,401 677620.3,0,02 112 211 54 79 110 114,,,,,,1319582793,10/25/2011 13:46,0,1319582793,10/25/2011 13:46,298,0.4,-99.99,-99.99,23.21,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,-9.99999999,,,0,dry,United States,9.2,7.78,27.27,4.85,2.82,1.6,118.0203364,,02 112 211 54 79 110 114,2,112,211,54,79,110,114
5834563,,4296,104833,10/25/2011 17:57,B,0,29.716,N,-85.325,W,40.285,N,-33.692,W,2,0,-134,46,1,401 677620.3,0,02 106 211 57 72 110 133,,,,,,1319597853,10/25/2011 17:57,0,1319597853,10/25/2011 17:57,298,-1.46,-99.99,-99.99,23.34,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,-9.99999999,,,1,ocean,United States,7.7,1.95,29.22,4.18,2.99,0.47,263.4696006,,02 106 211 57 72 110 133,2,106,211,57,72,110,133
5834565,,4296,104833,10/25/2011 23:46,A,0,29.728,N,-85.463,W,39.047,N,-39.975,W,3,0,-134,93,1,401 677592.7,0,02 118 211 51 78 103 28,,,,,,1319618801,10/25/2011 23:46,0,1319618801,10/25/2011 23:46,298,-15.97,23.24,22.71,24.56,99999.99,99999.99,,,,,,,0.750982,1.08934,1.70722,,,6,ocean,United States,8,13.41,42.63,5.82,3.24,2.3,275.7234159,,02 118 211 51 78 103 28,2,118,211,51,78,103,28
5837918,,4296,104833,10/26/2011 10:23,A,0,29.733,N,-85.385,W,28.013,N,-77.077,W,3,0,-121,99,1,401 677607.5,0,02 118 211 51 83 110 120,,,,,,1319656982,10/26/2011 10:23,0,1319656982,10/26/2011 10:23,299,0.99,21.82,21.57,23.79,99999.99,99999.99,,,,,,,-9.99999999,3.50591,5.47776,,,0,ocean,United States,2.9,7.56,50.19,10.61,3.68,0.71,85.78003573,,02 118 211 51 83 110 120,2,118,211,51,83,110,120
5837919,,4296,104833,10/26/2011 13:35,2,60,29.734,N,-85.375,W,27.428,N,-74.703,W,4,0,-122,251,1,401 677611.0,0,02 108 210 55 65 110 127,,,,,,1319668500,10/26/2011 13:35,0,1319668500,10/26/2011 13:35,299,-0.5,21.66,21.42,23.68,99999.99,99999.99,,,,,,,-9.99999999,3.88822,6.02346,,,0,ocean,United States,3.1,0.97,51.16,3.2,3.81,0.3,83.46108742,,02 108 210 55 65 110 127,2,108,210,55,65,110,127
5837920,,4296,104833,10/26/2011 13:43,B,0,29.771,N,-85.475,W,28.671,N,-79.923,W,2,0,-124,275,1,401 677620.3,0,02 119 211 53 80 110 127,,,,,,1319668989,10/26/2011 13:43,0,1319668989,10/26/2011 13:43,299,-16.74,23.1,22.7,24.69,99999.99,99999.99,,,,,,,0.694815,1.01693,1.62371,,,6,ocean,United States,8.5,10.51,61.67,0.14,3.82,77.37,293.0030308,,02 119 211 53 80 110 127,2,119,211,53,80,110,127
5837923,,4296,104833,10/26/2011 18:22,B,0,29.632,N,-85.461,W,32.529,N,-71.936,W,2,0,-125,403,1,401 677620.3,0,02 115 210 53 69 114 145,,,,,,1319685757,10/26/2011 18:22,0,1319685757,10/26/2011 18:22,299,-17.35,22.85,23.02,24.94,99999.99,99999.99,,,,,,,-9.99999999,1.15716,1.5555,,,10,ocean,United States,15.8,15.53,77.2,4.66,4.01,3.33,174.9713444,,02 115 210 53 69 114 145,2,115,210,53,69,114,145
5837924,,4296,104833,10/26/2011 19:30,A,0,29.711,N,-85.361,W,31.61,N,-76.68,W,3,1,-116,189,1,401 677605.7,0,02 110 210 50 78 106 147,,,,,,1319689827,10/26/2011 19:30,0,1319689827,10/26/2011 19:30,299,-1.33,-99.99,-99.99,23.62,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,-9.99999999,,,0,ocean,United States,5.9,13.07,90.27,1.13,4.06,11.56,47.84225918,,02 110 210 50 78 106 147,2,110,210,50,78,106,147
5837925,,4296,104833,10/27/2011 0:50,B,0,29.7,N,-85.46,W,31.735,N,-75.882,W,2,0,-125,48,1,401 677620.3,0,03 108 210 50 81 106 144,,,,,,1319709048,10/27/2011 0:50,0,1319709048,10/27/2011 0:50,300,-16.4,22.34,22.79,24.57,99999.99,99999.99,,,,,,,-9.99999999,1.11904,1.70901,,,7,ocean,United States,9.6,9.65,99.92,5.34,4.28,1.81,262.7712085,,03 108 210 50 81 106 144,3,108,210,50,81,106,144
5840686,,4296,104833,10/27/2011 8:36,2,66,29.716,N,-85.373,W,35.645,N,-114.162,W,5,0,-127,430,3,401 677608.1,0,03 111 210 54 73 106 133,,,,,,1319737003,10/27/2011 8:36,0,1319737003,10/27/2011 8:36,300,-0.79,-99.99,-99.99,23.72,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,-9.99999999,,,0,ocean,United States,5,8.6,108.52,7.77,4.61,1.11,78.08204822,,03 111 210 54 73 106 133,3,111,210,54,73,106,133
5840692,,4296,104833,10/27/2011 18:18,B,0,29.763,N,-85.319,W,34.108,N,-68.346,W,2,0,-126,201,2,401 677608.1,0,03 114 210 55 85 114 146,,,,,,1319771926,10/27/2011 18:18,0,1319771926,10/27/2011 18:18,300,0.01,-99.99,-99.99,23.73,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,-9.99999999,,,1,ocean,United States,6.7,7.39,115.91,9.7,5.01,0.76,45.06323797,,03 114 210 55 85 114 146,3,114,210,55,85,114,146
5844158,,4296,104833,10/28/2011 9:35,B,0,29.717,N,-85.373,W,23.151,N,-53.827,W,2,0,-134,449,2,401 677608.1,0,03 107 211 54 66 106 137,,,,,,1319826910,10/28/2011 9:35,0,1319826910,10/28/2011 9:35,301,-0.86,-99.99,-99.99,23.72,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,-9.99999999,,,0,ocean,United States,4.9,7.31,123.22,15.27,5.65,0.48,225.705921,,03 107 211 54 66 106 137,3,107,211,54,66,106,137
5844159,,4296,104833,10/28/2011 12:55,A,0,29.727,N,-85.38,W,23.892,N,-58.064,W,3,0,-127,338,3,401 677609.8,0,03 113 209 55 76 106 133,,,,,,1319838907,10/28/2011 12:55,0,1319838907,10/28/2011 12:55,301,0.4,-99.99,21.53,23.75,99999.99,99999.99,,,,,,,-9.99999999,3.35753,5.52494,,,0,ocean,United States,3.6,1.3,124.52,3.33,5.78,0.39,328.5768566,,03 113 209 55 76 106 133,3,113,209,55,76,106,133
5844162,,4296,104833,10/28/2011 19:42,1,50,29.72,N,-85.371,W,24.463,N,-110.099,W,5,0,-128,534,1,401 677608.5,0,03 109 209 65 66 122 179,,,,,,1319863328,10/28/2011 19:42,0,1319863328,10/28/2011 19:42,301,-1.22,-99.99,-99.99,23.7,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,-9.99999999,,,0,ocean,United States,4.6,1.17,125.69,6.78,6.07,0.17,131.7015651,,03 109 209 65 66 122 179,3,109,209,65,66,122,179
5844164,,4296,104833,10/28/2011 20:47,A,8,29.719,N,-85.376,W,36.554,N,-51.619,W,3,0,-127,550,3,401 677607.8,0,03 104 209 60 72 106 146,,,,,,1319867268,10/28/2011 20:47,0,1319867268,10/28/2011 20:47,301,-0.32,-99.99,21.52,23.74,99999.99,99999.99,,,,,,,-9.99999999,3.03494,5.42759,,,0,ocean,United States,4.6,0.5,126.19,1.09,6.11,0.46,257.0959754,,03 104 209 60 72 106 146,3,104,209,60,72,106,146
5847201,,4296,104833,10/29/2011 1:54,B,0,29.713,N,-85.392,W,26.058,N,-102.925,W,2,0,-128,54,2,401 677608.5,0,04 119 209 51 83 110 156,,,,,,1319885640,10/29/2011 1:54,0,1319885640,10/29/2011 1:54,302,-0.67,22.85,21.78,23.9,99999.99,99999.99,,,,,,,2.41793,2.3984,4.53574,,,0,ocean,United States,5.1,1.68,127.87,5.1,6.33,0.33,246.7556784,,04 119 209 51 83 110 156,4,119,209,51,83,110,156
5847202,,4296,104833,10/29/2011 6:36,B,0,29.67,N,-85.318,W,23.419,N,-55.877,W,2,0,-131,47,2,401 677608.5,0,04 109 210 52 81 110 156,,,,,,1319902614,10/29/2011 6:36,0,1319902614,10/29/2011 6:36,302,-0.29,22.91,21.71,23.6,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,-9.99999999,,,0,ocean,United States,12,8.61,136.48,4.71,6.52,1.83,123.6262338,,04 109 210 52 81 110 156,4,109,210,52,81,110,156
5847203,,4296,104833,10/29/2011 7:32,B,0,29.712,N,-85.404,W,23.577,N,-59.214,W,2,0,-132,46,2,401 677606.9,0,04 112 209 60 63 110 154,,,,,,1319905920,10/29/2011 7:32,0,1319905920,10/29/2011 7:32,302,-3,22.91,21.96,24.01,99999.99,99999.99,,,,,,,2.20998,2.13108,4.0062,,,1,ocean,United States,5.5,9.54,146.02,0.92,6.56,10.39,299.24117,,04 112 209 60 63 110 154,4,112,209,60,63,110,154
5847204,,4296,104833,10/29/2011 9:15,A,0,29.712,N,-85.381,W,34.782,N,-107.771,W,3,0,-128,463,3,401 677606.9,0,04 122 210 49 84 114 147,,,,,,1319912127,10/29/2011 9:15,0,1319912127,10/29/2011 9:15,302,0.7,22.83,21.63,23.8,99999.99,99999.99,,,,,,,2.51841,2.55924,4.96503,,,0,dry,United States,5.3,2.22,148.24,1.72,6.63,1.29,89.99430013,,04 122 210 49 84 114 147,4,122,210,49,84,114,147
5847205,,4296,104833,10/29/2011 12:56,A,8,29.727,N,-85.377,W,23.547,N,-57.054,W,3,0,-126,524,3,401 677616.7,0,04 111 242 185 12 82 33,,,,,,1319925372,10/29/2011 12:56,0,1319925372,10/29/2011 12:56,302,-0.14,22.53,21.49,23.72,99999.99,99999.99,,,,,,,3.41709,3.44355,5.66974,,,0,ocean,United States,3.7,1.71,149.95,3.68,6.79,0.46,13.10226965,,04 111 242 185 12 82 33,4,111,242,185,12,82,33
5847207,,4296,104833,10/29/2011 14:17,B,0,29.714,N,-85.415,W,31.375,N,-94.321,W,2,0,-124,70,2,401 677616.7,0,04 104 209 109 55 78 35,,,,,,1319930263,10/29/2011 14:17,0,1319930263,10/29/2011 14:17,302,-4.86,22.92,22.1,24.11,99999.99,99999.99,,,,,,,2.12802,1.98333,3.58604,,,2,ocean,United States,5.6,3.95,153.9,1.36,6.84,2.91,248.6076099,,04 104 209 109 55 78 35,4,104,209,109,55,78,35
5847211,,4296,104833,10/29/2011 17:53,A,8,29.71,N,-85.39,W,35.865,N,-57.244,W,3,0,-129,638,3,401 677609.0,0,04 116 209 59 77 114 141,,,,,,1319943214,10/29/2011 17:53,0,1319943214,10/29/2011 17:53,302,-0.36,22.9,21.77,23.89,99999.99,99999.99,,,,,,,2.30117,2.30115,4.52951,,,0,ocean,United States,5.5,2.46,156.36,3.6,6.99,0.68,100.3801482,,04 116 209 59 77 114 141,4,116,209,59,77,114,141
5847212,,4296,104833,10/29/2011 19:01,B,0,29.768,N,-85.355,W,35.552,N,-62.816,W,2,0,-128,178,2,401 677609.0,0,04 113 208 55 75 110 134,,,,,,1319947275,10/29/2011 19:01,0,1319947275,10/29/2011 19:01,302,-2,-99.99,-99.99,23.65,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,-9.99999999,,,3,ocean,United States,3.3,7.29,163.65,1.13,7.04,6.46,27.76408853,,04 113 208 55 75 110 134,4,113,208,55,75,110,134
5847213,,4296,104833,10/29/2011 19:36,0,58,29.725,N,-85.37,W,25.438,N,-104.84,W,4,0,-125,293,2,401 677610.0,0,04 111 209 55 72 106 141,,,,,,1319949385,10/29/2011 19:36,0,1319949385,10/29/2011 19:36,302,-1.4,-99.99,-99.99,23.68,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,-9.99999999,,,0,ocean,United States,4.2,5,168.65,0.59,7.06,8.53,196.9344595,,04 111 209 55 72 106 141,4,111,209,55,72,106,141
5847215,,4296,104833,10/29/2011 20:38,B,0,29.732,N,-85.361,W,24.592,N,-109.718,W,2,0,-124,403,2,401 677609.0,0,04 111 207 62 89 106 140,,,,,,1319953114,10/29/2011 20:38,0,1319953114,10/29/2011 20:38,302,-2,-99.99,-99.99,23.63,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,-9.99999999,,,1,ocean,United States,4,1.17,169.82,1.04,7.11,1.13,48.29253988,,04 111 207 62 89 106 140,4,111,207,62,89,106,140
5847216,,4296,104833,10/29/2011 22:02,A,8,29.716,N,-85.306,W,29.219,N,-87.794,W,3,0,-128,519,2,401 677613.5,0,04 113 208 52 76 106 136,,,,,,1319958139,10/29/2011 22:02,0,1319958139,10/29/2011 22:02,302,0.31,-99.99,-99.99,23.19,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,-9.99999999,,,0,ocean,United States,9.3,5.61,175.43,1.4,7.16,4.02,108.4191356,,04 113 208 52 76 106 136,4,113,208,52,76,106,136
