DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy,MobMean,MobSD,ActivitySum
Green,142706,,Transmission,Mk10,2,16:00:00 08-Feb-2017,00:00:00 09-Feb-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,2,00:00:00 10-Feb-2017,08:00:00 10-Feb-2017,,,,0.0,0.00,2.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 12-Feb-2017,08:00:00 12-Feb-2017,,,,0.0,0.00,2.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,16:00:00 12-Feb-2017,00:00:00 13-Feb-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 13-Feb-2017,08:00:00 13-Feb-2017,,,,0.0,0.00,2.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,16:00:00 13-Feb-2017,00:00:00 14-Feb-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,16:00:00 14-Feb-2017,00:00:00 15-Feb-2017,,,,0.0,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,08:00:00 16-Feb-2017,16:00:00 16-Feb-2017,,,,0.0,0.00,2.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 17-Feb-2017,08:00:00 17-Feb-2017,,,,0.0,0.00,2.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 18-Feb-2017,08:00:00 18-Feb-2017,,,,0.0,0.00,2.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,08:00:00 18-Feb-2017,16:00:00 18-Feb-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 19-Feb-2017,08:00:00 19-Feb-2017,,,,0.0,0.00,2.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,08:00:00 19-Feb-2017,16:00:00 19-Feb-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 20-Feb-2017,08:00:00 20-Feb-2017,,,,0.0,0.00,2.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,08:00:00 20-Feb-2017,16:00:00 20-Feb-2017,,,,0.0,0.00,2.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,2,08:00:00 21-Feb-2017,16:00:00 21-Feb-2017,,,,0.0,0.00,2.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,16:00:00 21-Feb-2017,00:00:00 22-Feb-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,16:00:00 23-Feb-2017,00:00:00 24-Feb-2017,,,,0.0,0.00,2.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 26-Feb-2017,08:00:00 26-Feb-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,08:00:00 27-Feb-2017,16:00:00 27-Feb-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,2,16:00:00 27-Feb-2017,00:00:00 28-Feb-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 28-Feb-2017,08:00:00 28-Feb-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,16:00:00 28-Feb-2017,00:00:00 01-Mar-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,08:00:00 01-Mar-2017,16:00:00 01-Mar-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,3,16:00:00 04-Mar-2017,00:00:00 05-Mar-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,3,16:00:00 06-Mar-2017,00:00:00 07-Mar-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,2,00:00:00 08-Mar-2017,08:00:00 08-Mar-2017,,,,0.0,0.00,2.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 10-Mar-2017,08:00:00 10-Mar-2017,,,,0.0,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,16:00:00 10-Mar-2017,00:00:00 11-Mar-2017,,,,0.0,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 11-Mar-2017,08:00:00 11-Mar-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,08:00:00 11-Mar-2017,16:00:00 11-Mar-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 12-Mar-2017,08:00:00 12-Mar-2017,,,,0.0,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 13-Mar-2017,08:00:00 13-Mar-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,2,16:00:00 13-Mar-2017,00:00:00 14-Mar-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 18-Mar-2017,08:00:00 18-Mar-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,08:00:00 18-Mar-2017,16:00:00 18-Mar-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 20-Mar-2017,08:00:00 20-Mar-2017,,,,0.0,0.00,2.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,08:00:00 20-Mar-2017,16:00:00 20-Mar-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 21-Mar-2017,08:00:00 21-Mar-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,08:00:00 21-Mar-2017,16:00:00 21-Mar-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 23-Mar-2017,08:00:00 23-Mar-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,2,08:00:00 23-Mar-2017,16:00:00 23-Mar-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 24-Mar-2017,08:00:00 24-Mar-2017,,,,0.0,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,16:00:00 28-Mar-2017,00:00:00 29-Mar-2017,,,,0.5,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,08:00:00 01-Apr-2017,16:00:00 01-Apr-2017,,,,0.5,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 02-Apr-2017,08:00:00 02-Apr-2017,,,,0.5,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,08:00:00 04-Apr-2017,16:00:00 04-Apr-2017,,,,0.5,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,08:00:00 08-Apr-2017,16:00:00 08-Apr-2017,,,,0.0,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 09-Apr-2017,08:00:00 09-Apr-2017,,,,0.0,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,2,00:00:00 19-Apr-2017,08:00:00 19-Apr-2017,,,,0.0,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,2,16:00:00 22-Apr-2017,00:00:00 23-Apr-2017,,,,0.0,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,08:00:00 23-Apr-2017,16:00:00 23-Apr-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,16:00:00 25-Apr-2017,00:00:00 26-Apr-2017,,,,0.5,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,2,00:00:00 30-Apr-2017,08:00:00 30-Apr-2017,,,,0.5,0.00,4.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,08:00:00 30-Apr-2017,16:00:00 30-Apr-2017,,,,0.5,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 02-May-2017,08:00:00 02-May-2017,,,,0.5,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,2,08:00:00 02-May-2017,16:00:00 02-May-2017,,,,0.0,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 06-May-2017,08:00:00 06-May-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,2,08:00:00 07-May-2017,16:00:00 07-May-2017,,,,0.0,0.00,4.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,16:00:00 13-May-2017,00:00:00 14-May-2017,,,,0.0,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,08:00:00 18-May-2017,16:00:00 18-May-2017,,,,0.5,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,16:00:00 18-May-2017,00:00:00 19-May-2017,,,,0.5,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,08:00:00 19-May-2017,16:00:00 19-May-2017,,,,0.5,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 23-May-2017,08:00:00 23-May-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,08:00:00 23-May-2017,16:00:00 23-May-2017,,,,0.5,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,16:00:00 24-May-2017,00:00:00 25-May-2017,,,,0.0,0.00,3.0,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,08:00:00 25-May-2017,16:00:00 25-May-2017,,,,0.5,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,16:00:00 25-May-2017,00:00:00 26-May-2017,,,,0.0,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,00:00:00 26-May-2017,08:00:00 26-May-2017,,,,0.5,0.00,3.5,0.00,,,,,,,
Green,142706,,Transmission,Mk10,1,08:00:00 27-May-2017,16:00:00 27-May-2017,,,,0.0,0.00,5.0,0.00,,,,,,,
